gxfrg007测试,#genre#
Astro双星,http://139.99.56.106:2082/live/sakinah1/sakinah1/8484.ts
iQiYi爱奇艺,http://139.99.56.106:2082/live/sakinah1/sakinah1/8469.ts
MTV,http://139.99.56.106:2082/live/sakinah1/sakinah1/12214.ts
HBO,http://139.99.56.106:2082/live/sakinah1/sakinah1/7123.ts
HBO Hits,http://139.99.56.106:2082/live/sakinah1/sakinah1/7124.ts
HBO Signature,http://139.99.56.106:2082/live/sakinah1/sakinah1/7125.ts
HBO family,http://139.99.56.106:2082/live/sakinah1/sakinah1/7126.ts
Cinemax,http://139.99.56.106:2082/live/sakinah1/sakinah1/7127.ts
HITS,http://139.99.56.106:2082/live/sakinah1/sakinah1/7128.ts
HITS Movies,http://139.99.56.106:2082/live/sakinah1/sakinah1/7129.ts
AXN,http://139.99.56.106:2082/live/sakinah1/sakinah1/7130.ts
Cinea World,http://139.99.56.106:2082/live/sakinah1/sakinah1/7131.ts
thrill,http://139.99.56.106:2082/live/sakinah1/sakinah1/7132.ts
tvN Movie,http://139.99.56.106:2082/live/sakinah1/sakinah1/7133.ts
tvN HD,http://139.99.56.106:2082/live/sakinah1/sakinah1/7134.ts
WarnerTV,http://139.99.56.106:2082/live/sakinah1/sakinah1/7135.ts
CCM天映经典,http://139.99.56.106:2082/live/sakinah1/sakinah1/7136.ts
天映频道,http://139.99.56.106:2082/live/sakinah1/sakinah1/7137.ts
KIX,http://139.99.56.106:2082/live/sakinah1/sakinah1/7138.ts
 
中天亚洲台,http://139.99.56.106:2082/live/sakinah1/sakinah1/8494.ts
娱乐新闻台,http://acc2.aatvbox.club:8880/live/trmall/trmall0308/71043.ts
无线新闻,http://ye23.win/iptv/tvb.php?id=1
 
198测试,#genre#
翡翠,http://198.204.239.194:27347/livehlsplay?channel_id=20128
 J2,http://198.204.239.194:27347/livehlsplay?channel_id=20057
无线财经,http://198.204.239.194:27347/livehlsplay?channel_id=20099
明珠,http://198.204.239.194:27347/livehlsplay?channel_id=30026       
VIUTV,http://198.204.239.194:27347/livehlsplay?channel_id=30032
 
liuy测试2,#genre#
TVB翡翠台,http://liuy.usa7.20212021.ga/ns.php?id=78
无线新闻台,http://liuy.usa7.20212021.ga/ns.php?id=73
有线新闻台,http://liuy.usa7.20212021.ga/ns.php?id=62
TVB星河台,http://liuy.usa7.20212021.ga/ns.php?id=76
TVBJ2,http://liuy.usa7.20212021.ga/ns.php?id=74
有线18台,http://liuy.usa7.20212021.ga/ns.php?id=59
有线好莱坞电影,http://liuy.usa7.20212021.ga/ns.php?id=54
RHK32,http://liuy.usa7.20212021.ga/ns.php?id=97
RHK31,http://liuy.usa7.20212021.ga/ns.php?id=96
香港开电视,http://liuy.usa7.20212021.ga/ns.php?id=95
ViuTv,http://liuy.usa7.20212021.ga/ns.php?id=94
香港有线603台,http://liuy.usa7.20212021.ga/ns.php?id=92
莲花卫视,http://liuy.usa7.20212021.ga/ns.php?id=88
无线财经台,http://liuy.usa7.20212021.ga/ns.php?id=79
澳视高清台,http://liuy.usa7.20212021.ga/ns.php?id=52
澳视体育台,http://liuy.usa7.20212021.ga/ns.php?id=50
澳门葡语,http://liuy.usa7.20212021.ga/ns.php?id=51
非凡新闻,http://liuy.usa7.20212021.ga/ns.php?id=6
卫视中文,http://liuy.usa7.20212021.ga/ns.php?id=4
民视新闻,http://liuy.usa7.20212021.ga/ns.php?id=5
年代新闻,http://liuy.usa7.20212021.ga/ns.php?id=7
纬来电影,http://liuy.usa7.20212021.ga/ns.php?id=9
纬来日本,http://liuy.usa7.20212021.ga/ns.php?id=10
纬来体育,http://liuy.usa7.20212021.ga/ns.php?id=11
纬来综合,http://liuy.usa7.20212021.ga/ns.php?id=12
龙祥时代,http://liuy.usa7.20212021.ga/ns.php?id=13
天映频道,http://liuy.usa7.20212021.ga/ns.php?id=15
八大娱乐台,http://liuy.usa7.20212021.ga/ns.php?id=20
中视新闻,http://liuy.usa7.20212021.ga/ns.php?id=19
八大第一台,http://liuy.usa7.20212021.ga/ns.php?id=21
八大综合,http://liuy.usa7.20212021.ga/ns.php?id=22
三立台湾,http://liuy.usa7.20212021.ga/ns.php?id=24
三立都会,http://liuy.usa7.20212021.ga/ns.php?id=25
三立新闻,http://liuy.usa7.20212021.ga/ns.php?id=26
东森电影,http://liuy.usa7.20212021.ga/ns.php?id=29
东森yoyo,http://liuy.usa7.20212021.ga/ns.php?id=31
东森综合,http://liuy.usa7.20212021.ga/ns.php?id=32
东森新闻,http://liuy.usa7.20212021.ga/ns.php?id=33
壹新闻,http://liuy.usa7.20212021.ga/ns.php?id=35
TVBS,http://liuy.usa7.20212021.ga/ns.php?id=37
TVBS新闻,http://liuy.usa7.20212021.ga/ns.php?id=38
中天亚洲台,http://liuy.usa7.20212021.ga/ns.php?id=39
中天娱乐,http://liuy.usa7.20212021.ga/ns.php?id=40
中天综合,http://liuy.usa7.20212021.ga/ns.php?id=41
中天新闻,http://liuy.usa7.20212021.ga/ns.php?id=42
公视,http://liuy.usa7.20212021.ga/ns.php?id=43
民视,http://liuy.usa7.20212021.ga/ns.php?id=44
华视,http://liuy.usa7.20212021.ga/ns.php?id=46
中视,http://liuy.usa7.20212021.ga/ns.php?id=47
台视,http://liuy.usa7.20212021.ga/ns.php?id=45
环宇台湾,http://liuy.usa7.20212021.ga/ns.php?id=84
壹电视新闻台,http://liuy.usa7.20212021.ga/ns.php?id=34
TVBS欢乐台,http://liuy.usa7.20212021.ga/ns.php?id=36
东森亚洲台,http://liuy.usa7.20212021.ga/ns.php?id=30
东森洋片台,http://liuy.usa7.20212021.ga/ns.php?id=28
东森财经新闻台,http://liuy.usa7.20212021.ga/ns.php?id=27
三立国际台,http://liuy.usa7.20212021.ga/ns.php?id=23
中视综合台,http://liuy.usa7.20212021.ga/ns.php?id=18
中视综艺台,http://liuy.usa7.20212021.ga/ns.php?id=17
卫视电影台,http://liuy.usa7.20212021.ga/ns.php?id=16
龙祥电影台,http://liuy.usa7.20212021.ga/ns.php?id=14
星空国际台,http://liuy.usa7.20212021.ga/ns.php?id=3
 
hstv测试,#genre#
翡翠台,http://149.56.10.211:80/play/hQfkCr00s50MznI5By9xmWuLSnYtdgam2wJLYOBjMtU
明珠台,http://149.56.10.211:80/play/hQfkCr00s50MznI5By9xmeP0bjoOjOQhM7tbpTTqUe4
无线新闻,http://149.56.10.211:80/play/hQfkCr00s50MznI5By9xmYC4nMBc_9XnO3ZHlw-oujg
有线新闻,http://149.56.10.211:80/play/hQfkCr00s50MznI5By9xmX0MVYHlp7MnOTMxqZIqgUM
NOW新闻,http://149.56.10.211:80/play/hQfkCr00s50MznI5By9xmTXNmmOx5Kt2SHCe4wP-Msk
Viutv,http://149.56.10.211:80/play/hQfkCr00s50MznI5By9xmYdujxdFdCRk9TnZ1q3rZEk
Viutv 6,http://149.56.10.211:80/play/hQfkCr00s50MznI5By9xmXGABus3tS9nC2RiUEo6Nrk
无线财经,http://149.56.10.211:80/play/hQfkCr00s50MznI5By9xmazbJSUgL2MVXMo0qaIaOn0
有线财经,http://149.56.10.211:80/play/hQfkCr00s50MznI5By9xmU7iV5ZXpelIrVS0ZNdNN_M
J 2,http://149.56.10.211:80/play/hQfkCr00s50MznI5By9xmdmmD6hVss8S_SaJl5FgoLg
有线603,http://149.56.10.211:80/play/hQfkCr00s50MznI5By9xmc1v3xzb286AZ2puayy9UQQ
18台,http://149.56.10.211:80/play/hQfkCr00s50MznI5By9xmdS_9aPq-UANC6V7ctbrubo
港台31,http://149.56.10.211:80/play/hQfkCr00s50MznI5By9xma7dfG-Y7TszgvcjtcUlGns
港台32,http://149.56.10.211:80/play/hQfkCr00s50MznI5By9xmWEHinFdb0AFTcKAH5RoLoM
香港开电视,http://149.56.10.211:80/play/hQfkCr00s50MznI5By9xme_baPh4gIxmnbRs5vE2EP4
鳳凰香港,http://149.56.10.211:80/play/hQfkCr00s50MznI5By9xmeaeMOWESStSTgy0GQvJJsk
鳳凰衛視,http://149.56.10.211:80/play/hQfkCr00s50MznI5By9xma07CbCr50ai-Rrr3klmbRw
鳳凰資訊,http://149.56.10.211:80/play/hQfkCr00s50MznI5By9xmct3PNyhXV5RCcfdj65INLg
澳视澳门,http://149.56.10.211:80/play/hQfkCr00s50MznI5By9xmbvWKgNAir0UGxjyGII1xkA
澳门资讯,http://149.56.10.211:80/play/hQfkCr00s50MznI5By9xmemQVAFbvmlaQPksEtfLgZc
澳視葡語,http://149.56.10.211:80/play/hQfkCr00s50MznI5By9xmQUZFDlrQ-X8gDveP2NFq6w
澳門Macau,http://149.56.10.211:80/play/hQfkCr00s50MznI5By9xmbKv2Rua1LqSVqTQ4w-oXOw
澳视体育,http://149.56.10.211:80/play/hQfkCr00s50MznI5By9xmT_oBB3sxIHZUGbltrfJBnw
澳视卫星,http://149.56.10.211:80/play/hQfkCr00s50MznI5By9xmWFhyra3ILTNhJPs5_5URh4
澳视体育,http://149.56.10.211:80/play/hQfkCr00s50MznI5By9xmZa3_V3hzpkqZqyGS8weEwo
爆谷台,http://149.56.10.211:80/play/hQfkCr00s50MznI5By9xmV356VKSEXsGQWDMIqII63w
TVB经典台,http://149.56.10.211:80/play/hQfkCr00s50MznI5By9xmVCw6bGaO2XQSZjtuZVcsOs
TVB 星河,http://149.56.10.211:80/play/hQfkCr00s50MznI5By9xmVDjDULxrP97JHv1Sga5FKw
美亚电影,http://149.56.10.211:80/play/hQfkCr00s50MznI5By9xmcRt1qxuOm5ZMGyNTJXvTB
 
mitv测试2,#genre#
凤凰香港台,mitv://ns2.hellotvvod.com:9906/50ed38b1327348e9adef15ffdda5847d
凤凰中文台,mitv://ns2.hellotvvod.com:9906/c913733fff48431282ade4d24f8d06e7
凤凰资讯台,mitv://ns2.hellotvvod.com:9906/4d082b1483b7457fb9abdb5a330e2722
凤凰电影台,mitv://ns2.hellotvvod.com:9906/bc8335dd32b24110b98b449b5136650f
翡翠台,mitv://ns2.hellotvvod.com:9906/5b6bd16bd77340f9b4ab4b6b9c97d25c
﻿翡翠台,mitv://ns2.hellotvvod.com:9906/61ab74d2000c56d914e7a7702f0c341f
明珠台,mitv://ns2.hellotvvod.com:9906/4673f367b43f4f2a8c52545578a544b4
翡翠台(华丽台),mitv://ns2.hellotvvod.com:9906/b64a5d745eb543bd9b96bcaa2b46d7b3
TVB经典台,mitv://ns2.hellotvvod.com:9906/63ab262e8c424520a16e6b2285170a1c
TVB星河(粤),mitv://ns2.hellotvvod.com:9906/3f939e97e1744fbc99bf95fc9c1e90fb
TVB娱乐新闻台,mitv://ns2.hellotvvod.com:9906/15bd8845eda54b3daaa2b09effe31962
 
测试2,#genre#
翡翠台183,http://183.239.206.232:9901/tsfile/live/1011_1.m3u8
明珠台183,http://183.239.206.232:9901/tsfile/live/1012_1.m3u8
星空卫视,http://171.108.239.142:8181/tsfile/live/1012_1.m3u8
无线新闻,http://111.229.84.232/yulin/tvb.php?id=1
港台|翡翠台[768*576],http://120.84.96.32:808/hls/25/index.m3u8
港台|明珠台[768*576],http://120.84.96.32:808/hls/26/index.m3u8
 
港澳测试有效,#genre#
翡翠台,http://qwas.eatuo.com:9901/tsfile/live/1013_1.m3u8
翡翠台,http://120.84.96.32:808/hls/25/index.m3u8
翡翠台,http://120.84.96.20:808/hls/25/index.m3u8
J2,http://120.84.96.32:808/hls/86/index.m3u8
TVB 明珠台,http://120.84.96.32:808/hls/26/index.m3u8
翡翠台,http://radius.8866.org:880/hls/80/index.m3u8
无线新闻,http://radius.8866.org:880/hls/82/index.m3u8
无线财经,http://radius.8866.org:880/hls/83/index.m3u8
明珠台,http://radius.8866.org:880/hls/84/index.m3u8
RHK31,http://radius.8866.org:880/hls/89/index.m3u8
RHK32,http://radius.8866.org:880/hls/90/index.m3u8
RHK33,http://radius.8866.org:880/hls/91/index.m3u8
ViuTV,http://radius.8866.org:880/hls/86/index.m3u8
ViuTV6,http://radius.8866.org:880/hls/85/index.m3u8
MIGU global,http://gslb.cdn.hk.chinamobile.com:80/live/d172754e7b0f4ec5969b5dec6fe5e37b/74ef089a0ca147ec8e1a7d9f8151d88b-1.m3u8
NHK World,https://nhkwlive-ojp.akamaized.net/hls/live/2003459/nhkwlive-ojp-en/index_4M.m3u8
莲花卫视,http://anren.live/HK/BiIOU11uLA.m3u8
澳门莲花,http://120.84.96.32:808/hls/24/index.m3u8
澳门莲花,http://nettvpro.live/hls/lotustv.php
TVB 明珠台,http://kkmix1.f3322.net:825/hls/ch1/s.m3u8
无线财经,http://kkmix1.f3322.net:825/hls/ch2/s.m3u8
ViuTV6,http://kkmix1.f3322.net:762/hls/ch2/s.m3u8
NHK华语,https://nhkw-zh-hlscomp.akamaized.net:443/8thz5iufork8wjip/playlist.m3u8
NHK华语,https://nhkw-zh-hlscomp.akamaized.net/ixxemlzk1vqvy44o/playlist.m3u8
NHK华语,https://nhkw-zh-hlscomp.akamaized.net/8thz5iufork8wjip/playlist.m3u8
Now新闻,http://51.222.193.142:10011/9
Now直播,http://51.222.193.142:10011/8
 
澳视澳门HD,http://61.244.22.4/ch1/ch1.live/index.m3u8
澳视MACAU,http://61.244.22.4/ch3/ch3.live/index.m3u8
澳门1台HD,http://61.244.22.4/ch1/ch1.live/playelist.m3u8
澳门3台HD,http://61.244.22.4/ch3/ch3.live/playelist.m3u8
澳视葡文HD,http://61.244.22.4/ch2/ch2.live/chunklist_w1632175875.m3u8
澳门微电影HD,http://61.244.22.4/ch3/ch3.live/chunklist_w1228316132.m3u8
 
澳视卫视,http://103.233.191.134:1935/ch3/ch3.live/playlist.m3u8
澳视资讯,http://103.233.191.134:1935/ch5/info_ch5.live/playlist.m3u8
澳视澳门,http://103.233.191.134:1935/ch1/ch1.live/playlist.m3u8
澳视葡文,http://103.233.191.132:1935/ch2/ch2.live/playlist.m3u8
澳视葡文,http://103.233.191.133:1935/ch2/ch2.live/playlist.m3u8
澳视葡文,http://103.233.191.134:1935/ch2/ch2.live/playlist.m3u8
澳视卫星,http://103.233.191.132:1935/ch3/ch3.live/playlist.m3u8
澳视卫星,http://103.233.191.133:1935/ch3/ch3.live/playlist.m3u8
澳视体育,http://103.233.191.132:1935/ch4/sport_ch4.live/playlist.m3u8
澳视体育,http://103.233.191.133:1935/ch4/sport_ch4.live/playlist.m3u8
澳视体育,http://103.233.191.134:1935/ch4/sport_ch4.live/playlist.m3u8
澳视资讯,http://103.233.191.133:1935/ch5/info_ch5.live/playlist.m3u8
澳视综艺,http://103.233.191.133:1935/ch6/hd_ch6.live/playlist.m3u8
澳视综艺,http://103.233.191.134:1935/ch6/hd_ch6.live/playlist.m3u8
澳视综艺,http://103.233.191.132:1935/ch6/hd_ch6.live/playlist.m3u8
 
TVB J2,https://h.youtalk.top/hkj2b/49.m3u8
TVB,http://117.148.179.157/PLTV/88888888/224/3221231733/index.m3u8
TVB 星河台,http://gxfrg007.8800.org:8282/tsfile/live/1062_1.m3u8
澳亚卫视,http://live.mastvnet.com:800/4rlff1m/live.m3u8
Baby TV,http://50.7.218.42:8278/babytv_twn/playlist.m3u8?tid=m7ab1b92a1306&ct=18335&tsum=57086eb57e1cc0c75ba08c75acab2406
TVB J2,https://tx-b2.xsafetech.com/live/11666.m3u8
TVB J2,https://aaaaa.pejian.com:443/xgj2/xgj2app.m3u8
 
209源测试,#genre#
TVB翡翠台,http://209.141.56.65/nmtv.php?id=abb95d54-2d81-4b14-b27b-39d2f004945b
TVB J2,http://209.141.56.65/nmtv.php?id=a678c957-ef44-4c5d-a2d9-99003bab05d5
无线新闻,http://209.141.56.65/nmtv.php?id=898f0c54-f703-48f8-9e1d-463a43e06569
无线资讯,http://209.141.56.65/nmtv.php?id=e9789691-2c43-4ab7-9acc-ea5655673352
TVB娱乐新闻,http://209.141.56.65/nmtv.php?id=b754e32b-f271-413d-88f7-2fd7b5d87912
TVB娱乐新闻,http://209.141.56.65/nmtv.php?id=88e968ae-cd43-4b8f-95c3-592a5e04f0de
华丽翡翠,http://209.141.56.65/nmtv.php?id=096a3e20-c1da-4d61-8de5-361a8f3f981d
华丽翡翠,http://209.141.56.65/nmtv.php?id=6c52fe3d-4596-45c5-a114-40e554713ee2
TVB经典,http://209.141.56.65/nmtv.php?id=7312a62c-b0e9-4134-b262-438963165702
TVB经典,http://209.141.56.65/nmtv.php?id=519d0628-c56d-47af-a860-b764a411bd91
星河粤语,http://209.141.56.65/nmtv.php?id=4a5b6deb-4f68-4ed6-aa72-50299e6ed5f4
星河国语,http://209.141.56.65/nmtv.php?id=23602031-b648-4230-8246-17e0bf3ee3a7
美亚电影,http://209.141.56.65/nmtv.php?id=ce77a1ce-f273-401d-8e88-1fc4cbab8c80
星卫电影,http://209.141.56.65/nmtv.php?id=e3128db5-6ea6-4713-9b8b-78d23fbfe92a
爱尔达影剧台,http://209.141.56.65/nmtv.php?id=5bd937d8-a211-4be2-8c5c-a0fb8e62b23f
天映经典,http://209.141.56.65/nmtv.php?id=8e706866-1fce-4ac8-94d8-b7b8ca13278f
天映频道,http://209.141.56.65/nmtv.php?id=9af768bf-1ed8-4074-ab8b-39f5aeccdc66
 
209源测试2,#genre#
翡翠台,http://209.141.56.65:80/gtiptv/gtiptv.php?tid=gt&id=1
 
ViuTV,http://209.141.56.65:80/gtiptv/gtiptv.php?tid=gt&id=8
无线新闻,http://209.141.56.65:80/gtiptv/gtiptv.php?tid=gt&id=9
无线财经,http://209.141.56.65:80/gtiptv/gtiptv.php?tid=gt&id=10
TVB J2,http://209.141.56.65:80/gtiptv/gtiptv.php?tid=gt&id=12
明珠台,http://209.141.56.65:80/gtiptv/gtiptv.php?tid=gt&id=13
TVB星河频道,http://209.141.56.65:80/gtiptv/gtiptv.php?tid=gt&id=14
 
凤凰中文,http://209.141.56.65:80/gtiptv/gtiptv.php?tid=gt&id=2
凤凰资讯,http://209.141.56.65:80/gtiptv/gtiptv.php?tid=gt&id=3
凤凰香港,http://209.141.56.65:80/gtiptv/gtiptv.php?tid=gt&id=4
香港卫视,http://209.141.56.65:80/gtiptv/gtiptv.php?tid=gt&id=6
香港开电视,http://209.141.56.65:80/gtiptv/gtiptv.php?tid=gt&id=7
Now新闻台,http://209.141.56.65:80/gtiptv/gtiptv.php?tid=gt&id=16
Now财经台,http://209.141.56.65:80/gtiptv/gtiptv.php?tid=gt&id=17
耀才财经台,http://209.141.56.65:80/gtiptv/gtiptv.php?tid=gt&id=19
RTHK31,http://209.141.56.65:80/gtiptv/gtiptv.php?tid=gt&id=20
RTHK32,http://209.141.56.65:80/gtiptv/gtiptv.php?tid=gt&id=21
有线新闻台,http://209.141.56.65:80/gtiptv/gtiptv.php?tid=gt&id=24
有线18台,http://209.141.56.65:80/gtiptv/gtiptv.php?tid=gt&id=25
香港603,http://209.141.56.65:80/gtiptv/gtiptv.php?tid=gt&id=26
有线体育台,http://209.141.56.65:80/gtiptv/gtiptv.php?tid=gt&id=27
有线财经资讯台,http://209.141.56.65:80/gtiptv/gtiptv.php?tid=gt&id=28
澳门莲花,http://209.141.56.65:80/gtiptv/gtiptv.php?tid=gt&id=30
澳门资讯,http://209.141.56.65:80/gtiptv/gtiptv.php?tid=gt&id=32
澳门Macau,http://209.141.56.65:80/gtiptv/gtiptv.php?tid=gt&id=36
澳门Macau,http://209.141.56.65:80/gtiptv/gtiptv.php?tid=gt&id=40
中天新闻台,http://209.141.56.65:80/gtiptv/gtiptv.php?tid=gt&id=53
TVBS新闻台,http://209.141.56.65:80/gtiptv/gtiptv.php?tid=gt&id=54
东森新闻台,http://209.141.56.65:80/gtiptv/gtiptv.php?tid=gt&id=55
三立新闻台,http://209.141.56.65:80/gtiptv/gtiptv.php?tid=gt&id=57
壹电视新闻台,http://209.141.56.65:80/gtiptv/gtiptv.php?tid=gt&id=58
民视新闻台,http://209.141.56.65:80/gtiptv/gtiptv.php?tid=gt&id=59
中视新闻台,http://209.141.56.65:80/gtiptv/gtiptv.php?tid=gt&id=60
寰宇新闻,http://209.141.56.65:80/gtiptv/gtiptv.php?tid=gt&id=63
美亚电影[港版],http://209.141.56.65:80/gtiptv/gtiptv.php?tid=gt&id=80
中视,http://209.141.56.65:80/gtiptv/gtiptv.php?tid=gt&id=82
台视,http://209.141.56.65:80/gtiptv/gtiptv.php?tid=gt&id=83
民视,http://209.141.56.65:80/gtiptv/gtiptv.php?tid=gt&id=84
华视,http://209.141.56.65:80/gtiptv/gtiptv.php?tid=gt&id=86
TVBS,http://209.141.56.65:80/gtiptv/gtiptv.php?tid=gt&id=95
TVBS欢乐台,http://209.141.56.65:80/gtiptv/gtiptv.php?tid=gt&id=97
民视台湾台,http://209.141.56.65:80/gtiptv/gtiptv.php?tid=gt&id=99
民视第一台,http://209.141.56.65:80/gtiptv/gtiptv.php?tid=gt&id=100
民视综艺,http://209.141.56.65:80/gtiptv/gtiptv.php?tid=gt&id=101
民视旅游,http://209.141.56.65:80/gtiptv/gtiptv.php?tid=gt&id=102
民视影剧,http://209.141.56.65:80/gtiptv/gtiptv.php?tid=gt&id=103
 
 
 
 
 
 
171源测试,#genre#
凤凰咨询,http://171.108.239.142:8181/tsfile/live/1024_1.m3u8
凤凰中文,http://171.108.239.142:8181/tsfile/live/1023_1.m3u8
TVB星河,http://171.108.239.142:8181/tsfile/live/1005_1.m3u8
CCM电影,http://171.108.239.142:8181/tsfile/live/1009_1.m3u8
东森电影,http://171.108.239.142:8181/tsfile/live/1010_1.m3u8
龙翔时代,http://171.108.239.142:8181/tsfile/live/1011_1.m3u8
私人影院,http://171.108.239.142:8181/tsfile/live/1014_1.m3u8
中国电影,http://171.108.239.142:8181/tsfile/live/1013_1.m3u8
澳门莲花卫视,http://171.108.239.142:8181/tsfile/live/1025_1.m3u8
星空卫视,http://171.108.239.142:8181/tsfile/live/1012_1.m3u8
 
hklive测试,#genre#
港台電視31,https://cdn.hklive.tv/raw/31.ts
港台電視32,https://cdn.hklive.tv/raw/32.ts
港台電視33,https://cdn.hklive.tv/raw/33.ts
香港開電視,https://cdn.hklive.tv/raw/77.ts
香港國際財經台,https://cdn.hklive.tv/raw/76.ts
翡翠台,https://cdn.hklive.tv/raw/81.ts
J2台,https://cdn.hklive.tv/raw/82.ts
無綫新聞台,https://cdn.hklive.tv/raw/83.ts
明珠台,https://cdn.hklive.tv/raw/84.ts
無綫財經·資訊台,https://cdn.hklive.tv/raw/85.ts
ViuTV,https://cdn.hklive.tv/raw/99.ts
ViuTV Six,https://cdn.hklive.tv/raw/96.ts
奇妙资讯台,https://cdn.hklive.tv/raw/78.ts
 
hklive2测试,#genre#
港台電視31,https://cdn.hklive.tv/hls/31/index.m3u8
港台電視32,https://cdn.hklive.tv/hls/32/index.m3u8
港台電視33,https://cdn.hklive.tv/hls/33/index.m3u8
香港開電視,https://cdn.hklive.tv/hls/77/index.m3u8
香港國際財經台,https://cdn.hklive.tv/hls/76/index.m3u8
翡翠台,https://cdn.hklive.tv/hls/81/index.m3u8
翡翠台 (中英字幕),https://cdn.hklive.tv/hls/81b/index.m3u8
J2台,https://cdn.hklive.tv/hls/82/index.m3u8
無綫新聞台,https://cdn.hklive.tv/hls/83/index.m3u8
明珠台,https://cdn.hklive.tv/hls/84/index.m3u8
明珠台 (粵語聲道),https://cdn.hklive.tv/hls/84b/index.m3u8
無綫財經·資訊台,https://cdn.hklive.tv/hls/85/index.m3u8
ViuTV,https://cdn.hklive.tv/hls/99/index.m3u8
ViuTV Six,https://cdn.hklive.tv/hls/96/index.m3u8
ViuTV Six （第二聲度）,https://cdn.hklive.tv/hls/96b/index.m3u8
 
hkdtmb测试,#genre#
港台電視31,https://live.hkanime.com.hk/xxxx/31/index.m3u8
港台電視32,https://live.hkanime.com.hk/xxxx/32/index.m3u8
CCTV-1 (港澳版),https://live.hkanime.com.hk/xxxx/33/index.m3u8
翡翠台,https://live.hkanime.com.hk/xxxx/81/index.m3u8
翡翠台 (720p),https://live.hkanime.com.hk/xxxx/81_720/index.m3u8
翡翠台 (中英字幕),https://live.hkanime.com.hk/xxxx/81b/index.m3u8
J2台,https://live.hkanime.com.hk/xxxx/82/index.m3u8
明珠台,https://live.hkanime.com.hk/xxxx/84/index.m3u8
明珠台 (粵語聲道),https://live.hkanime.com.hk/xxxx/84b/index.m3u8
無綫財經·資訊台,https://live.hkanime.com.hk/xxxx/85/index.m3u8
無綫新聞台,https://live.hkanime.com.hk/xxxx/83/index.m3u8
ViuTV,https://live.hkanime.com.hk/xxxx/99/index.m3u8
ViuTV (測試),https://live.hkanime.com.hk/xxxx/99b/index.m3u8
ViuTV Six,https://live.hkanime.com.hk/xxxx/96/index.m3u8
ViuTV Six （第二聲度）,https://live.hkanime.com.hk/xxxx/96b/index.m3u8
香港開電視,https://live.hkanime.com.hk/xxxx/77/index.m3u8
香港國際財經台,https://live.hkanime.com.hk/xxxx/76/index.m3u8
奇妙資訊台,https://live.hkanime.com.hk/xxxx/78/index.m3u8
HKanime 粵語動漫音樂台,https://cdn.hklive.tv/hkanime/101/index.m3u
HKanime 粵配動物實況台,https://live.hkanime.com.hk/xxxx/live/index.m3u8
HKanime兒童台,https://cdn.hklive.tv/hkanime/100/index.m3u8
 
香港测试3,#genre#
港台|翡翠台,http://qwas.eatuo.com:9901/tsfile/live/1013_1.m3u8
港台|翡翠台,http://120.84.96.32:808/hls/25/index.m3u8
港台|明珠台,http://kkmix1.f3322.net:825/hls/ch1/s.m3u8
港台|明珠台,http://qwas.eatuo.com:9901/tsfile/live/1014_1.m3u8
港台|明珠台,http://120.84.96.32:808/hls/26/index.m3u8
港台|J2,http://120.84.96.32:808/hls/86/index.m3u8
港台|J2,https://h.youtalk.top/hkj2b/49.m3u8
港台|J2,https://bf.kanjc.com/11666/11666.m3u8
港台|J2,https://tx-b2.xsafetech.com/live/11666.m3u8
港台|J2,https://aaaaa.pejian.com:443/xgj2/xgj2app.m3u8
港台|无线新闻,http://livesec.mudu.tv/watch/ow7vfa.m3u8
港台|无线新闻,http://111.229.84.232/yulin/tvb.php?id=1
港台|无线财经资讯,http://kkmix1.f3322.net:825/hls/ch2/s.m3u8
港台|无线财经资讯,http://111.229.84.232/yulin/tvb.php?id=2
港台|星河台,http://gxfrg007.8800.org:8282/tsfile/live/1062_1.m3u8
港台|ViuTV6,http://kkmix1.f3322.net:762/hls/ch2/s.m3u8
 
kkv2测试,#genre#
翡翠台[高清],http://kkv2.xyz/jd.php?id=67&s=1
翡翠台[标清],http://kkv2.xyz/jd.php?id=25&s=1
明珠台[标清],http://kkv2.xyz/jd.php?id=26&s=1
J2,http://kkv2.xyz/jd.php?id=86&s=11
无线财经资讯,http://kkmix1.f3322.net:825/hls/ch2/s.m3u8
ViuTV6,http://kkmix1.f3322.net:762/hls/ch2/s.m3u8
凤凰卫视,http://kkv2.xyz/jd.php?id=37&s=2
凤凰资讯,http://kkv2.xyz/jd.php?id=36&s=2
凤凰香港,http://kkv2.xyz/jd.php?id=38&s=2
经济科教[高清],http://kkv2.xyz/jd.php?id=66&s=1
电视剧频道,http://kkv2.xyz/jd.php?id=18&s=2
广东卫视,http://kkv2.xyz/jd.php?id=40&s=2
广东珠江,http://kkv2.xyz/jd.php?id=41&s=2
广东新闻,http://kkv2.xyz/jd.php?id=28&s=2
广东公共,http://kkv2.xyz/jd.php?id=27&s=2
广东体育,http://kkv2.xyz/jd.php?id=1&s=2
经济科教,http://kkv2.xyz/jd.php?id=29&s=2
南方卫视,http://kkv2.xyz/jd.php?id=30&s=2
广东影视,http://kkv2.xyz/jd.php?id=31&s=2
广东少儿,http://kkv2.xyz/jd.php?id=32&s=2
 
广东测试,#genre#
广东体育,http://live.44ol.com/v/gdtyhd.m3u8
广东珠江,http://live.44ol.com/v/gdzj.m3u8
